size_band,mAP@50-95,mAP@50,mAP@75,AR@50-95,n_gt
all,0.37745706053211725,0.6515784886598304,0.37478515225469855,0.44745963804614564,9630
<16,0.08394408465291632,0.17669685100912488,0.059944292944487804,0.09070381231671554,182
16-32,0.2595423468632018,0.5409481141436513,0.2083120924480698,0.28923901457587337,2784
32-64,0.39762549624314797,0.7047744484448878,0.396395829037574,0.47075096416865286,3851
>64,0.5775903812488794,0.8918616963895444,0.6340754351276053,0.6836328820958882,2813
