size_band,mAP@50-95,mAP@50,mAP@75,AR@50-95,n_gt
all,0.5225198168303696,0.8363763319794276,0.5335344425127958,0.594390100511191,9630
<16,0.22356591304534973,0.5786983826327828,0.09157045193477933,0.2990139296187683,182
16-32,0.4805921201185256,0.8335307440816837,0.5019048403691172,0.5423645680588219,2784
32-64,0.5174464582460843,0.8252083229060327,0.5542208093526267,0.5989906691124779,3851
>64,0.6332975059282477,0.9097742238176251,0.6906383371542989,0.7155813074116757,2813
