size_band,mAP@50-95,mAP@50,mAP@75,AR@50-95,n_gt
all,0.37745706053211725,0.6515784886598304,0.37478515225469855,0.44745963804614564,9630
small,0.25516363449476764,0.5275578821374843,0.2069618375365513,0.2835420347313136,2966
medium,0.41669034404585004,0.7199184525634087,0.4206277317992055,0.49803577024915674,4796
large,0.6132664593966934,0.9011631793655102,0.6839647686017126,0.7181720201192745,1868
