size_band,mAP@50-95,mAP@50,mAP@75,AR@50-95,n_gt
all,0.07453474991781367,0.14644274825762763,0.07282165044597548,0.19631373491536944,9630
<16,0.000792079207920792,0.005445544554455445,0.0,0.0010080645161290322,182
16-32,0.014357141496817225,0.03975662767227747,0.006508877548732494,0.030301935027773945,2784
32-64,0.0434627827667882,0.10336665422288559,0.02753778613439359,0.1859754827355107,3851
>64,0.12532594956945614,0.2416103820509662,0.12743719677771606,0.33237545324193285,2813
